ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments
ATAPL-68872-00006,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68872,6,N/A,20140721,5000,
ATAPL-68872-00007,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68872,7,N/A,20140721,5000,
ATAPL-68873-00001,,,"SCIP HOUSING, PRESSURE CAP, CONNECTOR SIDE",APL/UW,68873,4815-68873,N/A,41324,5000,
ATAPL-68941-00001,,,"CONNECTOR END CAP, PIC",APL/UW,68941,1,N/A,20141022,5000,
ATAPL-68941-00002,,,"CONNECTOR END CAP, PIC",APL/UW,68941,2,N/A,20140711,5000,
ATAPL-68941-00003,,,"CONNECTOR END CAP, PIC",APL/UW,68941,3,N/A,20140711,5000,
ATAPL-68941-00004,,,"CONNECTOR END CAP, PIC",APL/UW,68941,4,N/A,20140711,5000,
ATAPL-68941-00005,,,"CONNECTOR END CAP, PIC",APL/UW,68941,5,N/A,20140711,5000,
ATAPL-68941-00006,,,"CONNECTOR END CAP, PIC",APL/UW,68941,6,N/A,20140711,5000,
ATAPL-69110-00001,,,"MAIN FLOAT, MOORING PLATFORM, 3000M ADDITION",Deep Water Bouyancy,69110,1,N/A,20140819,33815,
ATAPL-69110-00002,,,"MAIN FLOAT, MOORING PLATFORM, 3000M ADDITION",deep Water Bouyancy,69110,2,N/A,20140827,33815,
ATAPL-69115-00001,,,"FLOTATION BLOCK, TOP, SHALLOW  PIA",deep Water Bouyancy,69115,1,N/A,20150504,7061,
ATAPL-69131-00001,,,Shallow Profiler Frame Weldment,APL/UW,69131,1,N/A,20131025,25000,
ATAPL-69131-00002,,,FRAME ASSEMBLY WELDMENT,APL/UW,69131,2,N/A,20140818,64085,
ATAPL-69131-00003,,,FRAME ASSEMBLY WELDMENT,APL/UW,69131,3,N/A,20140924,64085,
ATAPL-69131-00004,,,FRAME ASSEMBLY WELDMENT,APL/UW,69131,4,N/A,20141022,64085,
ATAPL-69131-00005,,,FRAME ASSEMBLY WELDMENT,APL/UW,69131,5,N/A,20141030,64085,
ATAPL-69133-00001,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,1,N/A,20140801,22600,
ATAPL-69133-00002,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,2,N/A,20140808,22600,
ATAPL-69133-00003,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,3,N/A,20140808,22600,
ATAPL-69133-00004,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,4,N/A,20140818,22600,
ATAPL-69133-00005,,,,,,,,,,Missing from inventory
ATAPL-69133-00006,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,5,N/A,20140924,22600,
ATAPL-69133-00007,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,6,N/A,20140924,22600,
ATAPL-69133-00008,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,7,N/A,20140924,22600,
ATAPL-69133-00009,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,8,N/A,20141015,22600,
ATAPL-69133-00010,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,9,N/A,20141022,22600,
ATAPL-69133-00011,,,"WINCH FRAME, BAIL ASSEMBLY",APL/UW,69133,10,N/A,20141030,22600,
ATAPL-69190-00001,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,1,N/A,20130521,6850,
ATAPL-69190-00002,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,2,N/A,20140729,5000,
ATAPL-69190-00003,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,3,N/A,20140729,5000,
ATAPL-69190-00004,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,4,N/A,20140729,5000,
ATAPL-69190-00005,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,5,N/A,20140729,5000,
ATAPL-69190-00006,,,"END CAP, SHAFT END, WINCH MOTOR HOUSING",APL/UW,69190,6,N/A,20141022,5000,
ATAPL-69196-00001,,,"End Cap, Encoder End Winch Motor Housing",APL/UW,69196,1,N/A,20130521,6245,
ATAPL-69196-00002,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,2,N/A,20140729,5000,
ATAPL-69196-00003,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,3,N/A,20140721,5000,
ATAPL-69196-00004,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,4,N/A,20140721,5000,
ATAPL-69196-00005,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,5,N/A,20140721,5000,
ATAPL-69196-00006,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,6,N/A,20140729,5000,
ATAPL-69196-00007,,,"END CAP, ENCODER END, WINCH MOTOR HOUSING",APL/UW,69196,7,N/A,20140729,5000,
ATAPL-69253-00001,,,"Pressure Case, WCH",APL/UW,69253,1,N/A,20130415,12640,
ATAPL-69253-00002,,,"PRESSURE CASE, WCH",APL/UW,69253,2,N/A,20140806,16500,
ATAPL-69253-00003,,,"PRESSURE CASE, WCH",APL/UW,69253,3,N/A,20140806,16500,
ATAPL-69253-00004,,,"PRESSURE CASE, WCH",APL/UW,69253,4,N/A,20141022,16500,
ATAPL-69253-00005,,,"PRESSURE CASE, WCH",APL/UW,69253,5,N/A,20141022,16500,
ATAPL-69253-00006,,,"PRESSURE CASE, WCH",APL/UW,69253,6,N/A,20141022,16500,
ATAPL-69254-00001,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,1,N/A,20130415,6790,
ATAPL-69254-00002,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,2,N/A,20141022,5000,
ATAPL-69254-00003,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,3,N/A,20140731,5000,
ATAPL-69254-00004,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,4,N/A,20140731,5000,
ATAPL-69254-00005,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,5,N/A,20140731,5000,
ATAPL-69254-00006,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,6,N/A,20141015,5000,
ATAPL-69254-00007,,,"END CAP, CONTROLLER SIDE, WINCH CONTROLLER HOUSING",APL/UW,69254,7,N/A,20140815,5000,
ATAPL-69255-00001,,,"End Cap, VFD Side, WCH",APL/UW,69255,1,N/A,20130415,6765,
ATAPL-69255-00002,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,2,N/A,20140721,5000,
ATAPL-69255-00003,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,3,N/A,20140721,5000,
ATAPL-69255-00004,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,4,N/A,20140721,5000,
ATAPL-69255-00005,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,5,N/A,20140721,5000,
ATAPL-69255-00006,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,6,N/A,20140721,5000,
ATAPL-69255-00007,,,"END CAP, VFD SIDE, WINCH CONTROLLER HOUSING",APL/UW,69255,7,N/A,20141030,5000,
ATAPL-69270-00001,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)",APL/UW,69270,1,N/A,20130628,29656.5,
ATAPL-69270-00002,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)",APL/UW,69270,2,N/A,20130628,29656.5,
ATAPL-69270-00003,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509)",APL/UW,69270,3,N/A,20130628,29656.5,
ATAPL-69270-00004,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)",APL/UW,69270,4,N/A,20150127,29656.5,
ATAPL-69270-00005,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)",APL/UW,69270,5,N/A,20150127,29656.5,
ATAPL-69270-00006,,,"Winch Drum Weldment (Consists of: Barrel 4815-66508, Flange Position Indicator Side 4815-69320, Gusset 4815-69271, and Flange 4815-66509) (O&M)",APL/UW,69270,6,N/A,20150127,29656.5,
ATAPL-69279-00001,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,4815-69279,N/A,20130521,7490,
ATAPL-69279-00002,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,2,N/A,20140806,5000,
ATAPL-69279-00003,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,3,N/A,20140806,5000,
ATAPL-69279-00004,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,4,N/A,20141030,5000,
ATAPL-69279-00005,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,5,N/A,20141030,5000,
ATAPL-69279-00006,,,"CYLINDER, MOTOR END, WELDMENT, WINCH MOTOR HOUSING",APL/UW,69279,6,N/A,20141030,5000,
ATAPL-69289-00001,,,"Pressure Case Weldment, Winch Motor Housing, Shallow Profiler Ass'y",APL/UW,69289,1,N/A,20130521,7630,
ATAPL-69289-00002,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,2,N/A,20140808,13500,
ATAPL-69289-00003,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,3,N/A,20140808,13500,
ATAPL-69289-00004,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,4,N/A,20141030,13500,
ATAPL-69289-00005,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,5,N/A,20141030,13500,
ATAPL-69289-00006,,,"PRESSURE CASE WELDMENT, GEAR END, WINCH MOTOR HOUSING",APL/UW,69289,6,N/A,20141030,13500,
ATAPL-69319-00001,,,Level wind Grade 2 Titanium Pressure Housing & Two Matching End Caps,APL/UW,69319,1,N/A,20130219,25000,
ATAPL-69319-00002,,,LEVELWIND HOUSING WELDMENT,APL/UW,69319,2,N/A,20140815,17000,
ATAPL-69319-00003,,,LEVELWIND HOUSING WELDMENT,APL/UW,69319,3,N/A,20140815,17000,
ATAPL-69319-00004,,,LEVELWIND HOUSING WELDMENT,APL/UW,69319,4,N/A,20140922,17000,
ATAPL-69319-00005,,,LEVELWIND HOUSING WELDMENT,APL/UW,69319,5,N/A,20140922,17000,
ATAPL-69319-00006,,,LEVELWIND HOUSING WELDMENT,APL/UW,69319,6,N/A,20140922,17000,
ATAPL-69530-00001,,,All Hydraulic Reel Take Up Machine,Graham International,H8T10-WS,1,N/A,20130410,18579,
ATAPL-69531-00001,,,Reel Stand with Brake,Shermin Reilly,9000lb w/brake,1,N/A,20140318,7000,
ATAPL-69532-00001,,,"36"" BULLWHEEL TENSIONER, SKID MOUNT",TSE,"3504-36""",1,N/A,20140318,12000,
ATAPL-69538-00001,,,NRE: MMP Drive Motor for TBD cable (inc ludes 1 ea drive motor assembly,McLane,N/A,N/A,N/A,20130723,9500,
ATAPL-69646-00001,,,DP Mooring Cable Tensiometer,Measurement Technologies Northwest,RL-05 Standard load cell,N/A,N/A,20140708,14130,
ATAPL-69650-00001,,,3m ROV FACT Assembly,Teledyne ODI,1079418,1079418-1,N/A,20140714,39425,
ATAPL-69650-00002,,,3m ROV FACT Assembly,Teledyne ODI,1079418,1079418-2,N/A,20140714,39425,
ATAPL-69650-00003,,,3m ROV FACT Assembly,Teledyne ODI,1079418,1079418-3,N/A,20140714,39425,
ATAPL-69650-00004,,,3m ROV FACT Assembly,Teledyne ODI,1079418,1079418-4,N/A,20140714,39425,
ATAPL-69650-00005,,,3m ROV FACT Assembly,Teledyne ODI,1079418,1079418-5,N/A,20140714,39425,
ATAPL-69650-00006,,,3m ROV FACT Assembly,Teledyne ODI,1079418,1079418-6,N/A,20140714,39425,
ATAPL-69651-00001,,,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1079419,1079419-1,N/A,20140714,6663,
ATAPL-69651-00002,,,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1079419,1079419-2,N/A,20140714,6663,
ATAPL-69651-00003,,,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1079419,1079419-3,N/A,20140714,6663,
ATAPL-69651-00004,,,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1079419,1079419-4,N/A,20140829,6663,
ATAPL-69651-00005,,,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1079419,1079419-5,N/A,20140829,6663,
ATAPL-69651-00006,,,5m ROV Mateable Fixed Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1079419,1079419-6,N/A,20140829,6663,
ATAPL-69652-00001,,,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1078997,1078997-1,N/A,20140714,6027,
ATAPL-69652-00002,,,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1078997,1078997-2,N/A,20140714,6027,
ATAPL-69652-00003,,,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1078997,1078997-3,N/A,20140714,6027,
ATAPL-69652-00004,,,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1078997,1078997-4,N/A,20140829,6027,
ATAPL-69652-00005,,,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1078997,1078997-5,N/A,20140902,6027,
ATAPL-69652-00006,,,1.5m ROV Mateable Underwater Electrical Connector Jumper Assembly,Teledyne ODI,1078997,1078997-6,N/A,20140829,6027,
ATAPL-69659-00001,,,120m Optical Flying Lead Assembly,Teledyne ODI,1079416,1079416-1,N/A,20140709,57536,
ATAPL-69659-00002,,,120m Optical Flying Lead Assembly,Teledyne ODI,1079416,1079416-2,N/A,20140709,57536,
ATAPL-69659-00003,,,120m Optical Flying Lead Assembly,Teledyne ODI,1079416,1079416-3,N/A,20140709,57536,
ATAPL-69661-00001,,,15M Optical Jumper Assembly,Teledyne ODI,1079415,1079415-1,N/A,20141112,34352,
ATAPL-69661-00002,,,15M Optical Jumper Assembly,Teledyne ODI,1079415,1079415-2,N/A,20141112,34352,
ATAPL-69661-00003,,,15M Optical Jumper Assembly,Teledyne ODI,1079415,1079415-3,N/A,20140730,34352,
ATAPL-69661-00004,,,15M Optical Jumper Assembly,Teledyne ODI,1079415,1079415-4,N/A,20140902,34352,
ATAPL-69661-00005,,,15M Optical Jumper Assembly,Teledyne ODI,1079415,1079415-5,N/A,20140822,34352,
ATAPL-69661-00006,,,15M Optical Jumper Assembly,Teledyne ODI,1079415,1079415-6,N/A,20140822,34352,
ATAPL-69770-00001,,,ROV Lifting Assembly for the MASSP Frame (MASSP #2),Highland Technologies,Custom,N/A,N/A,20140801,5600,
ATAPL-69816-00001,,,MASSP Instrument Platform Frames,APL/UW,69816,1,N/A,20150610,16500,
ATAPL-69816-00002,,,MASSP Instrument Platform Frames,APL/UW,69816,2,N/A,20150610,16500,
ATAPL-69822-00001,,,"46"" FLOAT HMB with Instrument Pocket, Lift Eyes, 750 meter",DeepWater Bouyancy,69822,N/A,N/A,20140730,21571,
ATAPL-69822-00002,,,"46"" FLOAT HMB with Instrument Pocket, Lift Eyes, 750 meter",DeepWater Bouyancy,69822,N/A,N/A,20140905,21571,
ATAPL-69822-00003,,,"46"" FLOAT HMB with Instrument Pocket, Lift Eyes, 750 meter",DeepWater Bouyancy,69822,N/A,N/A,20140905,21571,
ATAPL-69833-00001,,,FRAME ASSEMBLY. PIA,APL/UW,69833,1,N/A,20140801,39270,
ATAPL-69833-00002,,,FRAME ASSEMBLY. PIA,APL/UW,69833,2,N/A,20140808,39270,
ATAPL-69833-00003,,,FRAME ASSEMBLY. PIA,APL/UW,69833,3,N/A,20140808,39270,
ATAPL-69833-00004,,,FRAME ASSEMBLY. PIA,APL/UW,69833,4,N/A,20140924,39270,
ATAPL-69833-00005,,,FRAME ASSEMBLY. PIA,APL/UW,69833,5,N/A,20140924,39270,
ATAPL-69833-00006,,,FRAME ASSEMBLY. PIA,APL/UW,69833,6,N/A,20141015,39270,
ATAPL-69839-001-0101,Platform,0,MOORING RSN,,RS01SBPS-PC01A,SN0101,,,,
ATAPL-69839-001-0103,Platform,0,MOORING RSN,,RS03AXPS-PC03A,SN0103,,,,
ATAPL-69839-001-0104,Platform,0,MOORING RSN,,RS01SBPS-PC01A,SN0104,,,,
ATAPL-69839-001-0106,Platform,0,MOORING RSN,,RS03AXPS-PC03A,SN0106,,,,
ATAPL-69839-002-0102,Platform,0,MOORING ENDURANCE OS,WHOI,CE04OSPS-PC01B,SN0102,,,,
ATAPL-69839-002-0105,Platform,0,MOORING ENDURANCE OS,WHOI,CE04OSPS-PC01B,SN0105,,,,
ATAPL-69908-00001,,,"PIA ELECTRONICS, HOUSING CYLINDER",APL/UW,69908,1,N/A,20140701,7500,
ATAPL-69908-00002,,,"PIA ELECTRONICS, HOUSING CYLINDER",APL/UW,69908,2,N/A,20140701,7500,
ATAPL-69908-00003,,,"PIA ELECTRONICS, HOUSING CYLINDER",APL/UW,69908,3,N/A,20140701,7500,
ATAPL-69908-00004,,,"PIA ELECTRONICS, HOUSING CYLINDER",APL/UW,69908,4,N/A,20140701,7500,
ATAPL-69908-00005,,,"PIA ELECTRONICS, HOUSING CYLINDER",APL/UW,69908,5,N/A,20140701,7500,
ATAPL-69908-00006,,,"PIA ELECTRONICS, HOUSING CYLINDER",APL/UW,69908,6,N/A,20140701,7500,
ATAPL-69918-00001,,,3M NRH 4O/2E ROV CE HARNESS ASSY (RIB),Teledyne ODI,1070073,1070073-1,N/A,20121001,17950,
ATAPL-69919-00001,,,3M NRH 4O/2E ROV BULKHEAD HARNESS ASSY (RIB),Teledyne ODI,1070074,1070074-1,N/A,20121001,14752,
ATAPL-69923-00001,Sensor,0,"Seabird SBE54 Tsunameter 2,000 psia (1300 meter) (PREST)",SEA-BIRD ELECTRONICS,SBE54 (1300m),5471540-0031,,20130102,15900,
ATAPL-69923-00002,Sensor,0,PREST-B,,,5471540-0047,,,,
ATAPL-69943-00001,Sensor,0,AC-S Deep (optical attenuation and absorption instrument with biofouling/pump) per OPTAA delivery order,Wet Labs,AC-S deep,ACS-141,,20130726,41710,
ATAPL-69943-00002,Sensor,0,AC-S Deep (optical attenuation and absorption instrument with biofouling/pump) per OPTAA delivery order,Wet Labs,AC-S deep,ACS-155,,20131231,42971,
ATAPL-69943-00003,Sensor,0,AC-S Deep (optical attenuation and absorption instrument with biofouling/pump) per OPTAA delivery order,Wet Labs,AC-S deep,ACS-156,,20140129,42971,
ATAPL-69943-00004,Sensor,0,AC-S Deep (optical attenuation and absorption instrument with biofouling/pump) per OPTAA delivery order,Wet Labs,AC-S deep,ACS-158,,20140804,42971,
ATAPL-69943-00005,Sensor,0,AC-S Deep (optical attenuation and absorption instrument with biofouling/pump) per OPTAA delivery order,Wet Labs,AC-S deep,ACS-157,,20140822,42971,
ATAPL-69943-00006,Sensor,0,AC-S Deep (optical attenuation and absorption instrument with biofouling/pump) per OPTAA delivery order,Wet Labs,AC-S deep,ACS-204,,20141229,42971,
ATAPL-69943-00007,Sensor,0,OPTAA-C,,,247,,,,
ATAPL-69943-00009,Sensor,0,OPTAA-D,,,250,,,,
ATAPL-69946-00001,,,,,,,,,,Missing from inventory
ATAPL-69946-00002,,,,,,,,,,Missing from inventory
ATAPL-69946-00003,,,Dell Precision R5500 rack mount computer  (O&M),Dell,R5500,BK7VGX1,N/A,20130628,5896.94,
ATAPL-69947-00001,,,Titanium slip ring,SCHLEIFRING,69947,0001-03-2013,N/A,20130422,17155.24,
ATAPL-69947-00002,,,Titanium slip ring,SCHLEIFRING,69947,0001-05-2014,N/A,20140709,19000,
ATAPL-69947-00003,,,Titanium slip ring,SCHLEIFRING,69947,0002-05-2014,N/A,20140709,19000,
ATAPL-69947-00004,,,Titanium slip ring,SCHLEIFRING,69947,0003-05-2014,N/A,20140709,19000,
ATAPL-69947-00005,,,Titanium slip ring,SCHLEIFRING,69947,0004-07-2014,N/A,20140721,19000,
ATAPL-69947-00006,,,Titanium slip ring,SCHLEIFRING,69947,0005-07-2014,N/A,20140721,19000,
ATAPL-69950-00001,,,300 m reel of First Article underwater electromechanical cable,SOUTH BAY CABLE CORP.,70154 VER2.0,1,N/A,20130108,14000,
ATAPL-69953-00001,,,Fluke Networks OTDR,FLUKE,OFP-100-SI,2171006,N/A,20121004,13446,
ATAPL-69953-00002,,,Fluke Networks OTDR,FLUKE,OFP-100-S,2217094,N/A,20130724,10125.25,
ATAPL-69971-00001,Sensor,0,Underwater Thermistor Chain with Logger,RBR,XR-420T24,21968,,20121113,15000,
ATAPL-69971-00002,Sensor,0,Underwater Thermistor Chain with Logger,RBR,XR-420T24,21969,,20121113,15000,
ATAPL-69971-00003,Sensor,0,Underwater Thermistor Chain with Logger  (O&M),RBR,XR-420T24,21964,,20130416,14902,
ATAPL-70100-00001,Sensor,0,CAMDS: Color Digital Stills Camera w/ Ti Housing & Connectors (ATAPL-58317-00001),Kongsberg Underwater Technology Inc,04184-6002,101,,20130619,34185,
ATAPL-70100-00002,Sensor,0,CAMDS: Color Digital Stills Camera w/ Ti Housing & Connectors (ATAPL-58317-00002),Kongsberg Underwater Technology Inc,04184-6002,,,20130619,34185,
ATAPL-70100-00003,Sensor,0,CAMDS: Color Digital Stills Camera w/ Ti Housing & Connectors (ATAPL-58317-00003),Kongsberg Underwater Technology Inc,04184-6002,,,20130619,34185,
ATAPL-70100-00004,Sensor,0,CAMDS: Color Digital Stills Camera w/ Ti Housing & Connectors  (O&M) (ATAPL-58317-00004),Kongsberg Underwater Technology Inc,04184-6002,,,20131101,34185,
ATAPL-70101-00001,,,CAMDS: Pan & Tilt unit (ATAPL-58317-00001),Kongsberg Underwater Technology Inc,OE10-102-T,,,20130619,21238,
ATAPL-70101-00002,,,CAMDS: Pan & Tilt unit (ATAPL-58317-00002),Kongsberg Underwater Technology Inc,OE10-102-T,,,20130619,21238,
ATAPL-70101-00003,,,CAMDS: Pan & Tilt unit (ATAPL-58317-00003),Kongsberg Underwater Technology Inc,OE10-102-T,,,20130619,21238,
ATAPL-70101-00004,,,CAMDS: Pan & Tilt unit  (O&M) (ATAPL-58317-00004),Kongsberg Underwater Technology Inc,OE10-102-T,,,20131101,21238,
ATAPL-70103-00001,,,CAMDS: Laser Reference Unit (ATAPL-58317-00001),Kongsberg Underwater Technology Inc,0484-6003,,,20130619,14302,
ATAPL-70103-00002,,,CAMDS: Laser Reference Unit (ATAPL-58317-00002),Kongsberg Underwater Technology Inc,0484-6003,,,20130619,14302,
ATAPL-70103-00003,,,CAMDS: Laser Reference Unit (ATAPL-58317-00003),Kongsberg Underwater Technology Inc,0484-6003,,,20130619,14302,
ATAPL-70103-00004,,,CAMDS: Laser Reference Unit (O&M) (ATAPL-58317-00004),Kongsberg Underwater Technology Inc,0484-6003,,,20131101,14302,
ATAPL-70104-0001A,,,CAMDS: Interconnecting Cable Set (ATAPL-58317-00001),Kongsberg Underwater Technology Inc,0484-6006,,,20130619,5750,
ATAPL-70104-0002A,,,CAMDS: Interconnecting Cable Set (ATAPL-58317-00002),Kongsberg Underwater Technology Inc,0484-6006,,,20130619,5750,
ATAPL-70104-0003A,,,CAMDS: Interconnecting Cable Set (ATAPL-58317-00003),Kongsberg Underwater Technology Inc,0484-6006,,,20130619,5750,
ATAPL-70104-0004A,,,CAMDS: Interconnecting Cable Set  (O&M) (ATAPL-58317-00004),Kongsberg Underwater Technology Inc,0484-6006,,,20131101,5750,
ATAPL-70105-00001,,,CAMDS: Underwater Junction Box (ATAPL-58317-00001),Kongsberg Underwater Technology Inc,0484-6004,,,20130619,10620,
ATAPL-70105-00002,,,CAMDS: Underwater Junction Box (ATAPL-58317-00002),Kongsberg Underwater Technology Inc,0484-6004,,,20130619,10620,
ATAPL-70105-00003,,,CAMDS: Underwater Junction Box (ATAPL-58317-00003),Kongsberg Underwater Technology Inc,0484-6004,,,20130619,10620,
ATAPL-70105-00004,,,CAMDS: Underwater Junction Box (O&M) (ATAPL-58317-00004),Kongsberg Underwater Technology Inc,0484-6004,,,20131101,10620,
ATAPL-70106-00001,,,Lander Platform for OOI Digital Stills Camera,WILLIAMSON,Custom,N/A,N/A,20130715,19920,
ATAPL-70106-00002,,,Lander Platform for OOI Digital Stills Camera (O&M),WILLIAMSON,Custom,N/A,N/A,20130715,19920,
ATAPL-70106-00003,,,Lander Platform for OOI Digital Stills Camera,WILLIAMSON,Custom,N/A,N/A,20150609,20787,
ATAPL-70106-00004,,,Lander Platform for OOI Digital Stills Camera,WILLIAMSON,Custom,N/A,N/A,20150609,20787,
ATAPL-70109-00001,Sensor,0,Model 42.4K-265 Digiquartz Pressure Transducer. PAROS DEPTH GAUGE (O&M) (ATAPL-58316-00005),PAROSCIENTIFIC,42.4K-265,121654,,20121213,5600,
ATAPL-70110-00001,Sensor,0,Wetlabs FLNTURTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLNTURTD,FLNTURTD-3099,,20130524,7585,
ATAPL-70110-00002,Sensor,0,Wetlabs FLNTURTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLNTURTD,FLNTURTD-3397,,20140128,7585,
ATAPL-70110-00003,Sensor,0,Wetlabs FLNTURTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLNTURTD,FLNTURTD-3468,,20140409,7585,
ATAPL-70110-00004,Sensor,0,Wetlabs FLNTURTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLNTURTD,FLNTURTD-3637,,20140716,6665,
ATAPL-70110-00005,Sensor,0,Wetlabs FLNTURTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLNTURTD,FLNTURTD-3638,,20140716,6665,
ATAPL-70110-00006,Sensor,0,Wetlabs FLNTURTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLNTURTD,FLNTURTD-3762,,,,
ATAPL-70111-00001,Sensor,0,Wetlabs FLCDRTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLCDRTD,FLCDRTD-3098,,20130524,7585,
ATAPL-70111-00002,Sensor,0,Wetlabs FLCDRTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLCDRTD,FLCDRTD-3399,,20140128,7585,
ATAPL-70111-00003,Sensor,0,Wetlabs FLCDRTD with Impulse MCBH(WB)-6-MP-Ti connector,Wet Labs,FLCDRTD,FLCDRTD-3460,,20140409,6665,
